100,100,100,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,71,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,10,20,20,20,10,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,10,20,20,20,10,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,100,100,100,100
100,100,100,100,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,10,100,100,100,100
100,100,100,100,10,0,10,20,10,0,10,20,10,0,10,10,20,20,20,10,10,0,10,0,10,0,10,20,10,20,10,100,100,100,100
100,100,100,100,10,20,20,20,20,0,0,20,0,0,0,20,20,20,20,20,0,0,0,0,20,20,0,20,20,20,10,100,100,100,100
100,100,100,100,10,20,10,20,10,0,10,10,10,10,10,10,20,20,20,10,10,10,10,10,10,20,10,0,10,0,10,100,100,100,100
10,10,10,10,10,20,0,0,0,0,10,80,80,80,80,80,80,80,80,80,80,80,80,80,10,0,0,0,0,0,10,10,10,10,10
10,99,99,99,95,0,10,0,10,0,10,80,80,80,80,80,80,80,80,80,80,80,80,80,10,10,10,20,10,0,95,99,99,99,10
10,99,91,99,95,0,0,0,0,20,20,80,80,80,80,80,80,80,80,80,80,80,80,80,20,20,0,20,20,0,95,99,94,99,10
10,99,99,99,95,0,10,20,10,20,20,80,80,80,80,80,80,80,80,80,80,80,80,80,20,20,10,20,10,0,95,99,99,99,10
10,99,92,99,95,0,20,20,0,20,20,80,80,80,80,80,80,80,80,80,80,80,80,80,20,20,0,0,0,0,95,99,93,99,10
10,99,99,99,95,0,10,20,10,0,10,80,80,80,80,80,80,80,80,80,80,80,80,80,10,0,10,0,10,0,95,99,99,99,10
10,10,10,10,10,0,0,0,0,0,10,80,80,80,80,80,80,80,80,80,80,80,80,80,10,0,0,0,0,20,10,10,10,10,10
100,100,100,100,10,0,10,0,10,20,10,10,10,10,10,10,20,20,20,10,10,10,10,10,10,0,10,20,10,20,10,100,100,100,100
100,100,100,100,10,20,20,20,10,20,20,0,0,0,0,20,20,20,20,20,0,0,0,20,0,0,20,20,20,20,10,100,100,100,100
100,100,100,100,10,20,10,20,10,0,10,0,10,0,0,10,20,20,20,10,0,0,10,20,10,0,10,20,10,0,10,100,100,100,100
100,100,100,100,10,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,100,100,100,100
100,100,100,100,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,10,20,20,20,10,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,10,20,20,20,10,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,72,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,:,,,,,,,,,,,,,,
